request_id,timestamp_ms,latency_ms,status_code
0,1765778601816,288.68,200
1,1765778601816,280.4,200
2,1765778601821,5.11,200
3,1765778601823,6.66,200
4,1765778601827,6.35,200
5,1765778601829,5.24,200
6,1765778601833,5.33,200
7,1765778601835,6.25,200
8,1765778601840,6.71,200
9,1765778601841,5.97,200
