request_id,timestamp_ms,latency_ms,status_code
5,1765783289775,366.26,200
2,1765783289775,367.97,200
4,1765783289777,368.54,200
7,1765783289777,368.14,200
9,1765783290124,713.39,200
1,1765783290126,719.09,200
8,1765783290127,717.33,200
0,1765783290128,722.2,200
6,1765783290476,1066.86,200
10,1765783290476,1063.0,200
11,1765783290479,1064.64,200
3,1765783290481,1073.28,200
12,1765783290826,1408.74,200
13,1765783290827,1406.36,200
14,1765783290829,1406.0,200
15,1765783290832,1407.7,200
16,1765783291177,1751.57,200
17,1765783291178,1751.47,200
18,1765783291181,1754.25,200
19,1765783291182,1754.53,200
21,1765783291528,1752.75,200
20,1765783291528,1753.35,200
22,1765783291531,1754.08,200
23,1765783291531,1753.93,200
25,1765783291880,1754.66,200
24,1765783291881,1756.46,200
27,1765783291882,1753.93,200
26,1765783291884,1757.48,200
28,1765783292231,1755.3,200
29,1765783292232,1755.6,200
30,1765783292233,1753.81,200
31,1765783292234,1753.62,200
32,1765783292581,1754.69,200
33,1765783292583,1756.46,200
35,1765783292584,1752.28,200
34,1765783292584,1755.67,200
36,1765783292934,1756.52,200
38,1765783292936,1754.99,200
37,1765783292937,1759.7,200
39,1765783292939,1756.21,200
43,1765783293285,1753.4,200
41,1765783293285,1757.09,200
40,1765783293287,1759.44,200
42,1765783293290,1758.91,200
45,1765783293635,1754.04,200
44,1765783293635,1754.56,200
47,1765783293636,1751.75,200
46,1765783293637,1754.56,200
51,1765783293987,1752.19,200
49,1765783293988,1756.08,200
50,1765783293989,1755.59,200
48,1765783293991,1760.0,200
52,1765783294339,1757.97,200
55,1765783294341,1756.38,200
54,1765783294342,1758.07,200
53,1765783294344,1760.21,200
57,1765783294689,1752.78,200
56,1765783294690,1755.98,200
58,1765783294691,1753.18,200
59,1765783294693,1753.88,200
60,1765783295040,1755.11,200
62,1765783295040,1752.62,200
63,1765783295041,1751.58,200
61,1765783295042,1756.51,200
65,1765783295392,1757.43,200
66,1765783295393,1757.21,200
64,1765783295394,1759.68,200
67,1765783295395,1758.54,200
68,1765783295743,1756.01,200
70,1765783295743,1754.09,200
71,1765783295744,1752.68,200
69,1765783295746,1758.1,200
72,1765783296093,1753.43,200
73,1765783296093,1752.16,200
75,1765783296094,1750.0,200
74,1765783296095,1752.17,200
78,1765783296446,1755.05,200
77,1765783296447,1756.6,200
76,1765783296450,1760.31,200
79,1765783296450,1757.8,200
81,1765783296795,1754.54,200
82,1765783296795,1753.53,200
83,1765783296797,1755.15,200
80,1765783296798,1757.81,200
86,1765783297147,1752.52,200
87,1765783297148,1752.41,200
85,1765783297151,1757.19,200
84,1765783297152,1759.72,200
91,1765783297499,1752.73,200
90,1765783297501,1757.2,200
89,1765783297502,1758.66,200
88,1765783297505,1761.6,200
94,1765783297850,1756.33,200
92,1765783297851,1758.12,200
93,1765783297854,1761.16,200
95,1765783297856,1761.37,200
96,1765783298200,1754.17,200
99,1765783298202,1751.21,200
97,1765783298203,1756.09,200
98,1765783298205,1755.06,200
100,1765783298552,1756.95,200
101,1765783298552,1757.04,200
103,1765783298553,1755.56,200
102,1765783298554,1757.06,200
104,1765783298902,1755.11,200
106,1765783298903,1752.61,200
105,1765783298904,1756.07,200
107,1765783298905,1753.02,200
