request_id,timestamp_ms,latency_ms,status_code
0,1765777859094,636.2,200
1,1765777859078,609.81,200
2,1765777859077,608.32,200
3,1765777859086,616.23,200
4,1765777859085,614.28,200
5,1765777859094,622.5,200
6,1765777859077,604.75,200
7,1765777859086,612.5,200
8,1765777859569,1094.93,200
9,1765777859100,625.89,200
10,1765777859086,610.75,200
11,1765777859573,1097.43,200
12,1765777859098,621.86,200
13,1765777859100,622.82,200
14,1765777859101,622.69,200
15,1765777859098,619.03,200
16,1765777859099,619.41,200
17,1765777859100,619.14,200
18,1765777859099,618.03,200
19,1765777859099,616.57,200
20,1765777859668,586.89,200
21,1765777859670,587.25,200
22,1765777859665,581.63,200
23,1765777859677,586.97,200
24,1765777859677,586.02,200
25,1765777859676,584.07,200
26,1765777859676,583.64,200
27,1765777859683,588.07,200
28,1765777859687,590.22,200
29,1765777859702,600.68,200
30,1765777859701,598.65,200
31,1765777859702,598.72,200
32,1765777859702,597.34,200
33,1765777859697,590.97,200
34,1765777859697,589.72,200
35,1765777859696,588.2,200
36,1765777859701,592.56,200
37,1765777859696,586.08,200
38,1765777860135,565.84,200
39,1765777860135,561.17,200
40,1765777860233,567.02,200
41,1765777860237,568.75,200
42,1765777860235,564.57,200
43,1765777860253,575.38,200
44,1765777860251,572.27,200
45,1765777860254,573.96,200
46,1765777860251,570.27,200
47,1765777860259,575.02,200
48,1765777860260,569.14,200
49,1765777860278,581.14,200
50,1765777860284,585.64,200
51,1765777860287,588.35,200
52,1765777860281,581.49,200
53,1765777860284,581.02,200
54,1765777860789,1084.49,200
55,1765777860288,581.52,200
56,1765777860291,583.66,200
57,1765777860790,1081.7,200
58,1765777860710,574.65,200
59,1765777860709,572.49,200
60,1765777860806,572.6,200
61,1765777860810,574.67,200
62,1765777860810,572.65,200
63,1765777860831,579.35,200
64,1765777860835,583.15,200
65,1765777860833,578.77,200
66,1765777860833,577.17,200
67,1765777860835,575.43,200
68,1765777860828,567.38,200
69,1765777860861,581.21,200
70,1765777860868,585.1,200
71,1765777860864,579.89,200
72,1765777860867,581.79,200
73,1765777860868,579.76,200
74,1765777860874,583.73,200
75,1765777860873,581.27,200
76,1765777861276,566.51,200
77,1765777861274,562.54,200
78,1765777861361,570.74,200
79,1765777861358,566.27,200
80,1765777861381,573.87,200
81,1765777861384,574.34,200
82,1765777861385,573.84,200
83,1765777861406,576.68,200
84,1765777861410,578.72,200
85,1765777861413,579.61,200
86,1765777861413,579.21,200
87,1765777861414,578.15,200
88,1765777861419,580.97,200
89,1765777861437,574.63,200
90,1765777861440,574.87,200
91,1765777861444,575.51,200
92,1765777861448,578.33,200
93,1765777861449,577.32,200
94,1765777861451,575.96,200
95,1765777861451,573.47,200
96,1765777861854,579.11,200
97,1765777861857,581.02,200
98,1765777861928,569.04,200
99,1765777861932,571.07,200
100,1765777861958,576.12,200
101,1765777861962,576.94,200
102,1765777861960,573.64,200
103,1765777861988,580.11,200
104,1765777861994,582.96,200
105,1765777861995,581.03,200
106,1765777861995,578.81,200
107,1765777862001,583.5,200
108,1765777862000,580.97,200
109,1765777862008,571.07,200
110,1765777862008,568.25,200
111,1765777862021,575.52,200
112,1765777862026,577.2,200
113,1765777862029,579.2,200
114,1765777862029,578.04,200
115,1765777862029,576.06,200
116,1765777862430,575.74,200
117,1765777862430,572.09,200
118,1765777862505,576.06,200
119,1765777862506,573.95,200
120,1765777862541,582.31,200
121,1765777862537,577.22,200
122,1765777862538,575.52,200
123,1765777862571,580.53,200
124,1765777862579,583.74,200
125,1765777862579,582.69,200
126,1765777862576,577.76,200
