request_id,timestamp_ms,latency_ms,status_code
0,1765774316998,453.76,200
1,1765774316967,412.57,200
2,1765774316958,401.91,200
3,1765774316965,407.94,200
4,1765774316958,400.51,200
5,1765774316999,440.17,200
6,1765774316972,411.63,200
7,1765774316998,436.43,200
8,1765774316967,404.37,200
9,1765774317008,444.83,200
10,1765774316962,398.33,200
11,1765774317068,503.18,200
12,1765774317068,501.91,200
13,1765774316967,400.52,200
14,1765774317068,500.7,200
15,1765774317079,510.22,200
16,1765774317031,461.44,200
17,1765774317069,498.07,200
18,1765774317030,458.07,200
19,1765774317005,431.9,200
20,1765774317148,189.36,200
21,1765774317183,223.58,200
22,1765774317113,149.17,200
23,1765774317153,187.17,200
24,1765774317069,101.9,200
25,1765774317085,116.93,200
26,1765774317187,218.03,200
27,1765774317085,112.52,200
28,1765774317153,154.28,200
29,1765774317145,145.56,200
30,1765774317109,108.76,200
31,1765774317093,88.26,200
32,1765774317145,136.75,200
33,1765774317231,200.92,200
34,1765774317210,178.45,200
35,1765774317300,230.87,200
36,1765774317193,122.74,200
37,1765774317231,160.53,200
38,1765774317197,125.98,200
39,1765774317189,116.52,200
40,1765774317182,102.34,200
41,1765774317231,146.12,200
42,1765774317234,148.71,200
43,1765774317193,100.64,200
44,1765774317245,135.96,200
45,1765774317260,147.21,200
46,1765774317631,485.13,200
47,1765774317382,235.03,200
48,1765774317344,196.07,200
49,1765774317308,154.53,200
50,1765774317299,145.39,200
51,1765774317365,183.49,200
52,1765774317393,209.85,200
53,1765774317381,194.7,200
54,1765774317326,137.04,200
55,1765774317300,106.4,200
56,1765774317300,105.22,200
57,1765774317366,168.23,200
58,1765774317387,176.71,200
59,1765774317450,218.63,200
60,1765774317344,111.88,200
61,1765774317451,218.26,200
62,1765774317395,160.4,200
63,1765774317344,99.18,200
64,1765774317452,191.22,200
65,1765774317512,211.7,200
66,1765774317532,230.57,200
67,1765774317451,149.21,200
68,1765774317397,95.21,200
69,1765774317514,206.3,200
70,1765774317450,124.85,200
71,1765774317509,164.66,200
72,1765774317566,220.53,200
73,1765774317474,128.19,200
74,1765774317481,115.57,200
75,1765774317508,141.27,200
76,1765774317480,97.95,200
77,1765774317506,123.25,200
78,1765774317598,211.07,200
79,1765774317566,173.35,200
80,1765774317531,135.76,200
81,1765774317566,168.1,200
82,1765774317665,213.34,200
83,1765774317665,212.2,200
84,1765774317596,143.21,200
85,1765774317631,177.65,200
86,1765774317646,192.17,200
87,1765774317631,156.39,200
88,1765774317638,158.56,200
89,1765774317665,183.8,200
90,1765774317716,209.93,200
91,1765774317668,160.03,200
92,1765774317631,121.32,200
93,1765774317722,209.79,200
94,1765774317696,181.84,200
95,1765774317672,140.21,200
96,1765774317670,137.92,200
97,1765774317771,204.61,200
98,1765774317799,231.97,200
99,1765774317716,148.71,200
100,1765774317803,206.55,200
101,1765774317766,168.0,200
102,1765774317862,231.09,200
103,1765774317766,133.56,200
104,1765774317769,136.49,200
105,1765774317730,96.56,200
106,1765774317746,107.78,200
107,1765774317868,221.79,200
108,1765774317862,196.31,200
109,1765774317829,163.29,200
110,1765774317798,131.84,200
111,1765774317805,135.4,200
112,1765774317831,160.27,200
113,1765774317799,127.36,200
114,1765774318206,510.35,200
115,1765774317870,153.63,200
116,1765774317959,242.07,200
117,1765774317931,208.9,200
118,1765774317862,132.41,200
119,1765774317917,170.82,200
120,1765774317989,222.8,200
121,1765774317917,149.52,200
122,1765774317918,147.89,200
123,1765774317997,226.59,200
124,1765774317917,117.93,200
125,1765774317922,121.26,200
126,1765774317965,163.4,200
127,1765774317960,155.79,200
128,1765774317917,112.28,200
129,1765774318033,203.29,200
130,1765774318039,207.61,200
131,1765774318081,218.78,200
132,1765774317994,131.12,200
133,1765774318031,167.61,200
134,1765774317995,126.61,200
135,1765774318088,217.88,200
136,1765774318138,220.03,200
137,1765774318129,210.46,200
138,1765774318032,113.05,200
139,1765774318082,162.01,200
140,1765774318092,171.7,200
141,1765774318087,165.21,200
142,1765774318047,116.28,200
143,1765774318063,103.7,200
144,1765774318049,89.02,200
145,1765774318132,167.39,200
146,1765774318212,222.95,200
147,1765774318210,215.2,200
148,1765774318129,133.16,200
149,1765774318110,111.64,200
150,1765774318239,206.28,200
151,1765774318129,95.43,200
152,1765774318159,123.9,200
153,1765774318159,120.24,200
154,1765774318205,157.5,200
155,1765774318202,152.77,200
156,1765774318231,167.24,200
157,1765774318202,119.97,200
158,1765774318315,232.13,200
159,1765774318242,153.94,200
160,1765774318266,177.03,200
161,1765774318554,461.66,200
162,1765774318231,121.28,200
163,1765774318239,109.1,200
164,1765774318328,198.2,200
165,1765774318322,191.15,200
166,1765774318272,139.24,200
167,1765774318265,127.23,200
168,1765774318319,159.92,200
169,1765774318265,104.31,200
170,1765774318315,112.67,200
171,1765774318431,227.37,200
172,1765774318322,116.43,200
173,1765774318315,107.93,200
174,1765774318364,153.29,200
175,1765774318397,184.71,200
176,1765774318462,230.75,200
177,1765774318436,203.78,200
178,1765774318396,157.19,200
179,1765774318343,102.94,200
180,1765774318647,404.81,200
181,1765774318464,198.16,200
182,1765774318364,97.94,200
183,1765774318484,216.81,200
184,1765774318379,107.14,200
185,1765774318515,199.96,200
186,1765774318519,203.16,200
187,1765774318533,216.17,200
188,1765774318479,158.82,200
189,1765774318511,188.45,200
190,1765774318467,143.65,200
191,1765774318535,205.47,200
192,1765774318528,184.91,200
193,1765774318782,417.76,200
194,1765774318542,176.8,200
195,1765774318564,184.98,200
196,1765774318549,152.06,200
197,1765774318568,170.97,200
198,1765774318548,117.03,200
199,1765774318531,95.31,200
200,1765774318600,137.68,200
201,1765774318597,133.31,200
202,1765774318692,224.96,200
203,1765774318570,90.64,200
204,1765774318683,198.94,200
205,1765774318692,181.22,200
206,1765774318653,137.92,200
207,1765774318745,225.54,200
208,1765774318653,125.42,200
209,1765774318632,100.38,200
210,1765774318658,125.41,200
211,1765774318683,148.43,200
212,1765774318711,169.1,200
213,1765774318657,108.01,200
214,1765774318782,232.86,200
215,1765774318750,196.72,200
216,1765774318762,197.53,200
217,1765774318715,146.62,200
218,1765774318682,112.5,200
219,1765774318697,99.95,200
220,1765774318811,211.65,200
221,1765774318848,216.35,200
222,1765774318829,182.18,200
223,1765774318764,110.34,200
224,1765774319027,373.13,200
225,1765774318864,206.7,200
226,1765774318868,209.75,200
227,1765774318813,129.58,200
228,1765774318899,214.65,200
229,1765774318785,99.09,200
230,1765774318896,203.16,200
231,1765774318865,171.51,200
232,1765774318864,166.78,200
233,1765774318847,136.45,200
234,1765774318915,200.57,200
235,1765774318833,88.54,200
236,1765774318875,124.28,200
237,1765774318915,153.28,200
238,1765774318914,149.74,200
239,1765774318985,202.96,200
240,1765774318976,192.49,200
241,1765774319015,228.96,200
242,1765774318983,171.05,200
243,1765774318982,168.82,200
244,1765774318981,152.25,200
245,1765774318978,144.26,200
246,1765774319070,222.14,200
247,1765774318944,94.86,200
248,1765774319015,150.16,200
249,1765774319068,201.83,200
250,1765774319071,203.96,200
251,1765774319067,197.93,200
252,1765774319079,204.11,200
253,1765774319073,177.02,200
254,1765774319015,115.62,200
255,1765774319144,230.01,200
256,1765774319020,104.64,200
257,1765774319024,107.96,200
258,1765774319067,122.87,200
259,1765774319148,171.89,200
260,1765774319129,150.72,200
261,1765774319130,148.01,200
262,1765774319147,163.93,200
263,1765774319150,166.3,200
264,1765774319208,222.0,200
265,1765774319201,186.13,200
266,1765774319214,197.86,200
267,1765774319201,184.53,200
268,1765774319206,185.93,200
269,1765774319225,200.62,200
270,1765774319164,136.5,200
271,1765774319223,154.97,200
272,1765774319208,139.54,200
273,1765774319220,150.4,200
274,1765774319279,208.25,200
275,1765774319256,185.0,200
276,1765774319202,128.5,200
277,1765774319260,181.03,200
278,1765774319256,126.84,200
279,1765774319318,188.46,200
280,1765774319322,177.92,200
281,1765774319318,170.72,200
282,1765774319348,199.8,200
283,1765774319319,169.02,200
284,1765774319346,181.75,200
285,1765774319346,144.24,200
286,1765774319390,187.34,200
287,1765774319375,170.8,200
288,1765774319428,221.21,200
289,1765774319419,210.2,200
290,1765774319446,235.93,200
291,1765774319420,205.05,200
292,1765774319327,106.41,200
293,1765774319329,105.58,200
294,1765774319331,106.36,200
295,1765774319450,193.23,200
296,1765774319428,169.55,200
297,1765774319484,222.8,200
298,1765774319515,236.37,200
299,1765774319420,100.79,200
300,1765774319480,159.86,200
301,1765774319515,193.99,200
302,1765774319462,140.07,200
303,1765774319484,156.77,200
304,1765774319516,186.85,200
305,1765774319519,188.05,200
306,1765774319515,168.51,200
307,1765774319672,324.91,200
308,1765774319487,139.04,200
309,1765774319616,241.3,200
310,1765774319584,193.86,200
311,1765774319621,200.44,200
312,1765774319617,195.64,200
313,1765774319521,99.1,200
314,1765774319585,157.12,200
315,1765774319633,204.06,200
316,1765774319665,219.73,200
317,1765774319627,176.96,200
318,1765774319683,221.23,200
319,1765774319617,136.53,200
320,1765774319616,132.13,200
321,1765774319666,180.92,200
322,1765774319585,97.69,200
323,1765774319670,153.99,200
324,1765774319621,104.52,200
325,1765774319674,157.13,200
326,1765774319674,156.88,200
327,1765774319666,146.17,200
328,1765774319747,225.09,200
